Car Title,Price,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Control de tracción,Capacidad de personas,Potencia,Medidas,Distancia entre ejes,Capacidad del tanque,Válvulas por cilindro,Frenos ABS,Airbag para conductor y pasajero,Tracción ASR,AM/FM,Android auto,Apple CarPlay,Aire acondicionado,Computadora de abordo,Sensor de lluvia,Porta vasos,Dirección,Alarma,Largo x Altura x Ancho,Llantas de aleación,Reproductor de MP3,Con cámara de retroceso,Techo solar eléctrico retráctil,Soporte para rueda de auxilio,Limpia/lava luneta,Porta equipaje en techo,Entrada auxiliar,Bluetooth,CD,DVD,Entrada USB,Piloto automático,Alarma de luces encendidas,Cristales eléctricos,Apertura remota de baúl,Comando remoto para radio en el volante,Climatizador,Cierre automático de vidrios,Defensa delantera,Airbag conductor,Faros con regulación automática,Sensor de estacionamiento,Faros antinieblas traseros,Desempañador trasero,Control de estabilidad,Tercera luz de freno led,Cierre centralizado de puertas,Blindado,Tapizado de cuero,Con garantía de fábrica,Con garantía mecánica,Único dueño,Con precio negociable,Acepta permuta,Tipo de batería,Capacidad de la batería,Tiempo de carga,Tipo de cargador,Autonomia de la batería,Con modo Eco,Asientos delanteros calefaccionados,Con sensor de cambio de carril,Con sensor de estacionamiento por cámara delantera,Con sensor de estacionamiento por cámara trasera,Con sistema de estacionamiento automático,Sistema ISOFIX,Aviso de punto ciego,Inspección vehicular,Largo x Altura,Entrada internacional legalizada,Con impacto positivo,,Baúl
Renault Captur 2.0 Intens Manual,21.000.000,Renault,Captur,2017,2.0 Intens Manual,Blanco,Nafta,5,Manual,2.0,SUV,66849 km,Delantera,5,143 hp,,2670 mm,45 L,4,Sí,Sí,,,,,,,,,,,4122 mm x 1556 mm x 1778 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Mobi 1.0 2024 Tomo Autos Usados Up Argo Ag,4.500.000,Fiat,Mobi,2024,Trekking,Blanco,Nafta,5,Automática,1.0,SUV,1000 km,Delantera,,,,,,,Sí,Sí,,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,
Fiat Toro Volcano 0km Tomo Autos Usados 2024 Plan Ahorro Jr,2.385.000,Fiat,Freedom,2024,1.8,Blanco,Nafta,5,Automática,1.8,Pick-Up,0 km,Integral,,,,,,,,,,,,,Sí,Sí,,Sí,Mecánica,,,,,Sí,,,,,,,,,,,,Sí,Sí,Sí,Sí,Sí,,,,,Sí,Sí,Sí,Sí,Sí,No,,,,,,,Litio,,,,,,,,,,,,,,,,,,
Liquidación De Fiat Cronos Gnc Ful Tomo Usado En Permuta Jr,23.400.000,Fiat,precision,2024,precision,Blanco,Nafta,5,Automática,1.3,Sedán,0 km,4x2,,,,,,,,,,,,,,,,,Mecánica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos Drive Tomo Usado 2010 2011 2012 Uber Taxi Cb,3.500.000,Fiat,Cronos,2024,PACK PLUS,Gris,Nafta,5,Manual,1.3,,0 km,,,,,,,,,,,,,,,,,,Hidráulica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodge Challenger Srt Hellcat Hemi 6.2 707 Hp At Usado 2017,179.000,Dodge,Challenger hellcat,2017,Srt Hellcat 6.2 Hemi,Gris,Nafta,2,Automática,6.2 HEMI V8 707HP,Coupé,17000 km,Integral,,,,,,,,Sí,,Sí,,,Sí,Sí,Sí,Sí,Asistida,Sí,,Sí,Sí,Sí,Sí,,Sí,,Sí,Sí,Sí,,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Sí,Ácido en gel,1 Ah,1 h,1,1 km,,,,,,,,,,,,,,
Audi Rsq3 Sportback Rsq8 Q8 Q7 Q5 Nueva Usada Fj,160.000,Audi,RS Q3,2024,Sportback,Blanco,Nafta,5,Automática,2.5,SUV,0 km,Integral,,,,,,,Sí,Sí,,Sí,,,Sí,Sí,Sí,Sí,Hidráulica,Sí,,Sí,,Sí,Sí,Sí,Sí,,Sí,Sí,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive Pack Conectividad,8.500.000,Fiat,Cronos,2024,1.3 Gse Drive Pack Conectividad,Gris,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.3 Drive Gse Cvt,15.800.000,Fiat,Pulse,2024,1.3 Drive Gse Cvt,Rojo,Nafta,5,Automática,1.3,SUV,0 km,4x2,5,99 hp,,2532 mm,47 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive Pack Conectividad,8.500.000,Fiat,Cronos,2024,1.3 Gse Drive Pack Conectividad,Negro,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.3 Drive Gse Mt,15.800.000,Fiat,Pulse,2024,1.3 Drive Gse Mt,Blanco,Nafta,5,Manual,1.3,SUV,0 km,4x2,5,99 hp,,2532 mm,47 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive,8.500.000,Fiat,Cronos,2024,1.3 Gse Drive,Blanco,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.3 Abarth Gse At,39.900.000,Fiat,Pulse,2024,1.3 Abarth Gse At,Celeste,Nafta,5,Automática,1.3,SUV,0 km,Delantera,5,175 hp,,,47 L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.0 Impetus T3 Cvt,15.800.000,Fiat,Pulse,2024,1.0 Impetus T3 Cvt,Azul,Nafta,5,Automática,1.0,SUV,0 km,4x2,5,120 hp,,2532 mm,47 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.3 Drive Gse Cvt,19.000.000,Fiat,Pulse,2024,1.3 Drive Gse Cvt,Rojo,Nafta,5,Automática,1.3,SUV,0 km,4x2,5,99 hp,,2532 mm,47 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Strada 1.3 Volcano,14.000.000,Fiat,Strada,2023,1.3 Volcano,Blanco,Nafta,3,Manual,1.3,Pick-Up,0 km,Delantera,5,99 hp,,2737 mm,55 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,,Hidráulica,,4480 mm x 1554 mm x 1950 mm,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,3.000,Fiat,Cronos,2024,1.3 Drive Mt,Blanco,Nafta,4,Manual,1.3,Sedán,1200 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,4.100,Fiat,Cronos,2023,1.3 Drive Mt,Plateado,Nafta,4,Manual,1.3,Sedán,500 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Precision Cvt,23.300.000,Fiat,Cronos,2024,1.3 Precision Cvt,Blanco,Nafta,4,Automática,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive Pack Conectividad,10.000.000,Fiat,Cronos,2024,1.3 Gse Drive Pack Conectividad,Blanco,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,12.734.200,Fiat,Cronos,2024,1.3 Drive Mt,Negro,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Fiorino 1.4 Fire Evo 87cv,10.000.000,Fiat,Fiorino,2023,1.4 Fire Evo 87cv,Blanco,Nafta,3,Manual,1.4,Furgón,0 km,Delantera,2,87 hp,,2699 mm,64 L,2,Sí,Sí,Sí,Sí,,,Sí,,,,Hidráulica,,4184 mm x 1873 mm x 1780 mm,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Mobi 1.0 Trekking,16.655.000,Fiat,Mobi,2024,1.0 Trekking,Negro,Nafta,5,Manual,1.0,Hatchback,0 km,Delantera,5,70 hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,8.500.000,Fiat,Cronos,2023,1.3 Drive Mt,Negro,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Precision Cvt,15.000.000,Fiat,Cronos,2023,1.3 Precision Cvt,Plateado,Nafta,4,Automática,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Mobi 1.0 Trekking,8.600.000,Fiat,Mobi,2024,1.0 Trekking,Negro,Nafta,5,Manual,1.0,Hatchback,0 km,Delantera,5,70 hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,9.200.000,Fiat,Cronos,2024,1.3 Drive Mt,Blanco,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Precision Cvt,26.500.000,Fiat,Cronos,2024,1.3 Precision Cvt,Negro,Nafta,4,Automática,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.0 Impetus T3 Cvt,30.000.000,Fiat,Pulse,2024,1.0 Impetus T3 Cvt,Gris,Nafta,5,Automática,1.0,SUV,0 km,4x2,5,120 hp,,2532 mm,47 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.3 Drive Gse Cvt,25.350.000,Fiat,Pulse,2024,1.3 Drive Gse Cvt,Plateado,Nafta,5,Automática,1.3,SUV,0 km,4x2,5,99 hp,,2532 mm,47 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Toro 2.0 350 Multijet Volcano 4x4 At,27.642.000,Fiat,Toro,2024,2.0 350 Multijet Volcano 4x4 At,Gris,Diésel,4,Automática,2.0,Pick-Up,0 km,4x4,5,170 hp,,2990 mm,60 L,4,Sí,Sí,Sí,,,,,,,,,,4945 mm x 1735 mm x 2033 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,,,Sí,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Precision Cvt,8.500.000,Fiat,Cronos,2023,1.3 Precision Cvt,Gris,Nafta,4,Automática,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Strada 1.3 Trekking Multijet Cd,11.050.000,Fiat,Strada,2023,1.3 Trekking Multijet Cd,Blanco,Diésel,3,Manual,1.3,Pick-Up,0 km,Delantera,5,95 hp,,2442 mm,58 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,,,Hidráulica,Sí,4409 mm x 1554 mm x 1652 mm,Sí,,,,,,,,Sí,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.3 Drive Gse Cvt,28.900.000,Fiat,Pulse,2024,1.3 Drive Gse Cvt,Blanco,Nafta,5,Automática,1.3,SUV,0 km,4x2,5,99 hp,,2532 mm,47 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.0 Impetus T3 Cvt,15.800.000,Fiat,Pulse,2023,1.0 Impetus T3 Cvt,Gris,Nafta,5,Automática,1.0,SUV,0 km,4x2,5,120 hp,,2532 mm,47 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.3 Drive Gse Mt,14.500.000,Fiat,Pulse,2023,1.3 Drive Gse Mt,Blanco,Nafta,5,Manual,1.3,SUV,0 km,4x2,5,99 hp,,2532 mm,47 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Strada 1.4 8v Freedom Cd,24.450.000,Fiat,Strada,2024,1.4 8v Freedom Cd,Blanco,Nafta,3,Manual,1.4,Pick-Up,0 km,Delantera,5,85 hp,,2737 mm,55 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,,Hidráulica,,4474 mm x 1554 mm x 1950 mm,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Mobi 1.0 Way Live On,19.300.000,Fiat,Mobi,2024,1.0 Way Live On,Plateado,Nafta,5,Manual,1.0,Hatchback,0 km,Delantera,5,70 hp,,2874 mm,47 L,2,Sí,Sí,Sí,,,,,,,,,,3566 mm x 1502 mm x 1854 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Mobi 1.0 Easy,10.500.000,Fiat,Mobi,2024,1.0 Easy,Gris,Nafta,5,Manual,1.0,Hatchback,0 km,Delantera,5,70 hp,,2874 mm,47 L,2,Sí,Sí,Sí,,,,,,,,,,3566 mm x 1502 mm x 1854 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive,11.000.000,Fiat,Cronos,2024,1.3 Gse Drive,Gris,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Strada 1.3 Volcano,10.900.000,Fiat,Strada,2023,1.3 Volcano,Gris,Nafta,3,Manual,1.3,Pick-Up,0 km,Delantera,5,99 hp,,2737 mm,55 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,,Hidráulica,,4480 mm x 1554 mm x 1950 mm,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Mobi 1.0 Easy,8.600.000,Fiat,Mobi,2024,1.0 Easy,Negro,Nafta,5,Manual,1.0,Hatchback,0 km,Delantera,5,70 hp,,2874 mm,47 L,2,Sí,Sí,Sí,,,,,,,,,,3566 mm x 1502 mm x 1854 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Mobi 1.0 Easy,8.600.000,Fiat,Mobi,2024,1.0 Easy,Negro,Nafta,5,Manual,1.0,Hatchback,0 km,Delantera,5,70 hp,,2874 mm,47 L,2,Sí,Sí,Sí,,,,,,,,,,3566 mm x 1502 mm x 1854 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.3 Drive Gse Mt,219.900,Fiat,Pulse,2024,1.3 Drive Gse Mt,Rojo,Nafta,5,Manual,1.3,SUV,0 km,4x2,5,99 hp,,2532 mm,47 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Strada 1.4 8v Freedom Cd,19.910.000,Fiat,Strada,2024,1.4 8v Freedom Cd,Negro,Nafta,3,Manual,1.4,Pick-Up,0 km,Delantera,5,85 hp,,2737 mm,55 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,,Hidráulica,,4474 mm x 1554 mm x 1950 mm,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.3 Abarth Gse At,19.000.000,Fiat,Pulse,2024,1.3 Abarth Gse At,Plateado,Nafta,5,Automática,1.3,SUV,0 km,Delantera,5,175 hp,,,47 L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.3 Abarth Gse At,34.900.000,Fiat,Pulse,2024,1.3 Abarth Gse At,Gris,Nafta,5,Automática,1.3,SUV,0 km,Delantera,5,175 hp,,,47 L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,12.900.000,Fiat,Cronos,2024,1.3 Drive Mt,Gris,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Toro 1.8 Freedom,8.500,Fiat,Toro,2024,1.8 Freedom,Negro,Nafta,4,Automática,1.8,Pick-Up,1200 km,4x2,5,130 hp,,2990 mm,60 L,4,Sí,Sí,Sí,,,,,,,,,,4915 mm x 1690 mm x 1669 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,9.200.000,Fiat,Cronos,2023,1.3 Drive Mt,Gris,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,8.500.000,Fiat,Cronos,2023,1.3 Drive Mt,Blanco,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Strada 1.3 Ranch Cvt Cd,14.000.000,Fiat,Strada,2023,1.3 Ranch Cvt Cd,Gris,Nafta,4,Automática,1.3,Pick-Up,0 km,Delantera,5,99 hp,,2737 mm,55 L,4,,,,,,,,,,,,,4480 mm x 1554 mm x 1781 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Strada 1.3 Ranch Cvt Cd,14.000.000,Fiat,Strada,2023,1.3 Ranch Cvt Cd,Gris,Nafta,4,Automática,1.3,Pick-Up,0 km,Delantera,5,99 hp,,2737 mm,55 L,4,,,,,,,,,,,,,4480 mm x 1554 mm x 1781 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse DRIVE CVT,15.000.000,Fiat,Pulse,2023,DRIVE CVT,Blanco,Nafta,4,Automática,1.3,SUV,0 km,4x2,5,99 hp,,2532 mm,47 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Toro 2.0 350 Multijet Volcano 4x4 At,30.000.000,Fiat,Toro,2024,2.0 350 Multijet Volcano 4x4 At,Gris,Diésel,4,Automática,2.0,Pick-Up,0 km,4x4,5,170 hp,,2990 mm,60 L,4,Sí,Sí,Sí,,,,,,,,,,4945 mm x 1735 mm x 2033 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Toro 1.8 Freedom,29.000.000,Fiat,Toro,2024,1.8 Freedom,Blanco,Nafta,4,Automática,1.8,Pick-Up,0 km,4x2,5,130 hp,,2990 mm,60 L,4,Sí,Sí,Sí,,,,,,,,,,4915 mm x 1690 mm x 1669 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Mobi 1.0 Easy,19.500.000,Fiat,Mobi,2024,1.0 Easy,Blanco,Nafta,5,Manual,1.0,Hatchback,0 km,Delantera,5,70 hp,,2874 mm,47 L,2,Sí,Sí,Sí,,,,,,,,,,3566 mm x 1502 mm x 1854 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.0 Impetus T3 Cvt,29.700.000,Fiat,Pulse,2024,1.0 Impetus T3 Cvt,Gris,Nafta,5,Automática,1.0,SUV,0 km,4x2,5,120 hp,,2532 mm,47 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Mobi 1.0 Way,4.500.000,Fiat,Mobi,2024,1.0 Way,Gris,Nafta,5,Manual,1.0,Hatchback,500 km,Delantera,5,70 hp,,2874 mm,47 L,2,Sí,Sí,Sí,,,,,,,,,,3566 mm x 1502 mm x 1854 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Mobi 1.0 Way,4.288.000,Fiat,Mobi,2024,1.0 Way,Negro,Nafta,5,Manual,1.0,Hatchback,500 km,Delantera,5,70 hp,,2874 mm,47 L,2,Sí,Sí,Sí,,,,,,,,,,3566 mm x 1502 mm x 1854 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
